Nodo: 166	PageRank: 0.00011424561624826543
Nodo: 14689	PageRank: 9.768828056011101e-05
Nodo: 7226	PageRank: 8.420587864261385e-05
Nodo: 13841	PageRank: 7.97117446701148e-05
Nodo: 3335	PageRank: 7.923867793616753e-05
Nodo: 17110	PageRank: 7.663681089945756e-05
Nodo: 1832	PageRank: 7.592721079853665e-05
Nodo: 35861	PageRank: 7.49810773306421e-05
Nodo: 15325	PageRank: 7.28522770278794e-05
Nodo: 24908	PageRank: 7.237921029393212e-05
Nodo: 3345	PageRank: 7.237921029393212e-05
Nodo: 13810	PageRank: 7.096001009209033e-05
Nodo: 1447	PageRank: 6.906774315630125e-05
Nodo: 44	PageRank: 6.788507632143308e-05
Nodo: 2545	PageRank: 6.788507632143308e-05
Nodo: 3452	PageRank: 6.717547622051218e-05
Nodo: 479	PageRank: 6.67024094865649e-05
Nodo: 60436	PageRank: 6.622934275261763e-05
Nodo: 10277	PageRank: 6.622934275261763e-05
Nodo: 12885	PageRank: 6.551974265169672e-05
Nodo: 2976	PageRank: 6.52832092847231e-05
Nodo: 27137	PageRank: 6.457360918380219e-05
Nodo: 2005	PageRank: 6.433707581682855e-05
Nodo: 17275	PageRank: 6.38640090828813e-05
Nodo: 2485	PageRank: 6.38640090828813e-05
Nodo: 30094	PageRank: 6.38640090828813e-05
Nodo: 864	PageRank: 6.362747571590766e-05
Nodo: 30981	PageRank: 6.268134224801312e-05
Nodo: 6325	PageRank: 6.268134224801312e-05
Nodo: 7429	PageRank: 6.220827551406584e-05
Nodo: 6318	PageRank: 6.220827551406584e-05
Nodo: 3299	PageRank: 6.220827551406584e-05
Nodo: 7006	PageRank: 6.197174214709221e-05
Nodo: 2911	PageRank: 6.197174214709221e-05
Nodo: 9400	PageRank: 6.126214204617132e-05
Nodo: 7105	PageRank: 6.126214204617132e-05
Nodo: 5382	PageRank: 5.960640847735587e-05
Nodo: 3297	PageRank: 5.936987511038224e-05
Nodo: 5239	PageRank: 5.84237416424877e-05
Nodo: 22249	PageRank: 5.818720827551406e-05
Nodo: 35571	PageRank: 5.795067490854043e-05
Nodo: 8622	PageRank: 5.747760817459316e-05
Nodo: 29087	PageRank: 5.700454144064589e-05
Nodo: 3778	PageRank: 5.700454144064589e-05
Nodo: 3344	PageRank: 5.676800807367226e-05
Nodo: 7126	PageRank: 5.653147470669863e-05
Nodo: 38169	PageRank: 5.653147470669863e-05
Nodo: 1817	PageRank: 5.653147470669863e-05
Nodo: 1826	PageRank: 5.605840797275135e-05
Nodo: 21004	PageRank: 5.511227450485681e-05
Nodo: 3281	PageRank: 5.4402674403935913e-05
Nodo: 4167	PageRank: 5.4402674403935913e-05
Nodo: 8632	PageRank: 5.4166141036962284e-05
Nodo: 6573	PageRank: 5.4166141036962284e-05
Nodo: 5693	PageRank: 5.369307430301501e-05
Nodo: 23387	PageRank: 5.369307430301501e-05
Nodo: 20123	PageRank: 5.369307430301501e-05
Nodo: 1951	PageRank: 5.345654093604137e-05
Nodo: 28674	PageRank: 5.322000756906774e-05
Nodo: 874	PageRank: 5.322000756906774e-05
Nodo: 1196	PageRank: 5.322000756906774e-05
Nodo: 1633	PageRank: 5.274694083512047e-05
Nodo: 5995	PageRank: 5.251040746814683e-05
Nodo: 16499	PageRank: 5.251040746814683e-05
Nodo: 9907	PageRank: 5.251040746814683e-05
Nodo: 30704	PageRank: 5.22738741011732e-05
Nodo: 19178	PageRank: 5.22738741011732e-05
Nodo: 23474	PageRank: 5.203734073419957e-05
Nodo: 37168	PageRank: 5.1800807367225936e-05
Nodo: 979	PageRank: 5.1800807367225936e-05
Nodo: 6328	PageRank: 5.156427400025229e-05
Nodo: 12204	PageRank: 5.156427400025229e-05
Nodo: 9799	PageRank: 5.156427400025229e-05
Nodo: 9737	PageRank: 5.132774063327866e-05
Nodo: 8384	PageRank: 5.109120726630503e-05
Nodo: 14326	PageRank: 5.109120726630503e-05
Nodo: 20944	PageRank: 5.0854673899331396e-05
Nodo: 2001	PageRank: 5.0618140532357766e-05
Nodo: 4147	PageRank: 5.014507379841049e-05
Nodo: 17271	PageRank: 5.014507379841049e-05
Nodo: 3343	PageRank: 5.014507379841049e-05
Nodo: 8768	PageRank: 4.9908540431436856e-05
Nodo: 13814	PageRank: 4.9672007064463226e-05
Nodo: 8221	PageRank: 4.9672007064463226e-05
Nodo: 39789	PageRank: 4.9672007064463226e-05
Nodo: 4305	PageRank: 4.9672007064463226e-05
Nodo: 8362	PageRank: 4.943547369748959e-05
Nodo: 9386	PageRank: 4.943547369748959e-05
Nodo: 4559	PageRank: 4.8962406963542316e-05
Nodo: 24385	PageRank: 4.8962406963542316e-05
Nodo: 3661	PageRank: 4.8725873596568686e-05
Nodo: 905	PageRank: 4.8725873596568686e-05
Nodo: 2021	PageRank: 4.8489340229595056e-05
Nodo: 7682	PageRank: 4.8489340229595056e-05
Nodo: 251	PageRank: 4.801627349564778e-05
Nodo: 7437	PageRank: 4.801627349564778e-05
Nodo: 5474	PageRank: 4.801627349564778e-05
Nodo: 42283	PageRank: 4.801627349564778e-05
Nodo: 1641	PageRank: 4.801627349564778e-05
Nodo: 2215	PageRank: 4.7779740128674146e-05
