Nodo: 166	PageRank: 0.00010407468146839915
Nodo: 14689	PageRank: 9.319414658761195e-05
Nodo: 13841	PageRank: 8.751734578024474e-05
Nodo: 15325	PageRank: 8.609814557840293e-05
Nodo: 3452	PageRank: 8.231361170682477e-05
Nodo: 13810	PageRank: 8.136747823893024e-05
Nodo: 864	PageRank: 7.90021445691939e-05
Nodo: 10277	PageRank: 7.710987763340482e-05
Nodo: 1447	PageRank: 7.569067743156301e-05
Nodo: 3297	PageRank: 7.521761069761574e-05
Nodo: 7226	PageRank: 7.521761069761574e-05
Nodo: 27137	PageRank: 7.42714772297212e-05
Nodo: 1826	PageRank: 7.332534376182667e-05
Nodo: 30094	PageRank: 7.332534376182667e-05
Nodo: 17110	PageRank: 7.28522770278794e-05
Nodo: 60436	PageRank: 7.237921029393212e-05
Nodo: 6325	PageRank: 7.190614355998486e-05
Nodo: 12885	PageRank: 7.190614355998486e-05
Nodo: 35861	PageRank: 7.096001009209033e-05
Nodo: 1832	PageRank: 7.048694335814304e-05
Nodo: 1817	PageRank: 6.906774315630125e-05
Nodo: 7105	PageRank: 6.859467642235398e-05
Nodo: 479	PageRank: 6.717547622051218e-05
Nodo: 2545	PageRank: 6.67024094865649e-05
Nodo: 2976	PageRank: 6.433707581682855e-05
Nodo: 7429	PageRank: 6.339094234893402e-05
Nodo: 3345	PageRank: 6.339094234893402e-05
Nodo: 3335	PageRank: 6.339094234893402e-05
Nodo: 5382	PageRank: 6.291787561498675e-05
Nodo: 3299	PageRank: 6.197174214709221e-05
Nodo: 2485	PageRank: 6.197174214709221e-05
Nodo: 2911	PageRank: 6.149867541314494e-05
Nodo: 24908	PageRank: 6.1025608679197674e-05
Nodo: 9400	PageRank: 6.055254194525041e-05
Nodo: 35571	PageRank: 6.055254194525041e-05
Nodo: 8622	PageRank: 6.007947521130314e-05
Nodo: 9907	PageRank: 6.007947521130314e-05
Nodo: 2005	PageRank: 5.960640847735587e-05
Nodo: 3778	PageRank: 5.91333417434086e-05
Nodo: 3344	PageRank: 5.866027500946133e-05
Nodo: 1633	PageRank: 5.77141415415668e-05
Nodo: 4167	PageRank: 5.77141415415668e-05
Nodo: 20123	PageRank: 5.77141415415668e-05
Nodo: 5693	PageRank: 5.724107480761952e-05
Nodo: 7006	PageRank: 5.724107480761952e-05
Nodo: 979	PageRank: 5.676800807367226e-05
Nodo: 163	PageRank: 5.629494133972499e-05
Nodo: 992	PageRank: 5.582187460577772e-05
Nodo: 5908	PageRank: 5.582187460577772e-05
Nodo: 39789	PageRank: 5.582187460577772e-05
Nodo: 11216	PageRank: 5.5348807871830454e-05
Nodo: 1196	PageRank: 5.5348807871830454e-05
Nodo: 5474	PageRank: 5.487574113788318e-05
Nodo: 165	PageRank: 5.487574113788318e-05
Nodo: 8768	PageRank: 5.487574113788318e-05
Nodo: 5909	PageRank: 5.4402674403935913e-05
Nodo: 42283	PageRank: 5.4402674403935913e-05
Nodo: 30981	PageRank: 5.4402674403935913e-05
Nodo: 44	PageRank: 5.4402674403935913e-05
Nodo: 6573	PageRank: 5.392960766998864e-05
Nodo: 6318	PageRank: 5.345654093604137e-05
Nodo: 9773	PageRank: 5.298347420209411e-05
Nodo: 17275	PageRank: 5.298347420209411e-05
Nodo: 1951	PageRank: 5.251040746814683e-05
Nodo: 13814	PageRank: 5.251040746814683e-05
Nodo: 12204	PageRank: 5.251040746814683e-05
Nodo: 3293	PageRank: 5.251040746814683e-05
Nodo: 17514	PageRank: 5.203734073419957e-05
Nodo: 24385	PageRank: 5.203734073419957e-05
Nodo: 1641	PageRank: 5.203734073419957e-05
Nodo: 1749	PageRank: 5.156427400025229e-05
Nodo: 4980	PageRank: 5.156427400025229e-05
Nodo: 6317	PageRank: 5.156427400025229e-05
Nodo: 1499	PageRank: 5.109120726630503e-05
Nodo: 28674	PageRank: 5.109120726630503e-05
Nodo: 6518	PageRank: 5.0618140532357766e-05
Nodo: 905	PageRank: 5.014507379841049e-05
Nodo: 251	PageRank: 4.9672007064463226e-05
Nodo: 16499	PageRank: 4.9672007064463226e-05
Nodo: 29087	PageRank: 4.9672007064463226e-05
Nodo: 34168	PageRank: 4.919894033051596e-05
Nodo: 37168	PageRank: 4.919894033051596e-05
Nodo: 6328	PageRank: 4.919894033051596e-05
Nodo: 4437	PageRank: 4.8725873596568686e-05
Nodo: 3324	PageRank: 4.8725873596568686e-05
Nodo: 2001	PageRank: 4.8725873596568686e-05
Nodo: 10173	PageRank: 4.8725873596568686e-05
Nodo: 18040	PageRank: 4.825280686262142e-05
Nodo: 4612	PageRank: 4.825280686262142e-05
Nodo: 89522	PageRank: 4.825280686262142e-05
Nodo: 26530	PageRank: 4.825280686262142e-05
Nodo: 8965	PageRank: 4.825280686262142e-05
Nodo: 4305	PageRank: 4.825280686262142e-05
Nodo: 29719	PageRank: 4.7779740128674146e-05
Nodo: 22249	PageRank: 4.7779740128674146e-05
Nodo: 8944	PageRank: 4.7779740128674146e-05
Nodo: 9799	PageRank: 4.7779740128674146e-05
Nodo: 1120	PageRank: 4.7306673394726886e-05
Nodo: 15950	PageRank: 4.7306673394726886e-05
Nodo: 5153	PageRank: 4.7306673394726886e-05
