Nodo: 166	PageRank: 0.0001077882553298852
Nodo: 14689	PageRank: 9.16803330389807e-05
Nodo: 13841	PageRank: 8.458433202977167e-05
Nodo: 1832	PageRank: 7.895483789579916e-05
Nodo: 13810	PageRank: 7.829254446827299e-05
Nodo: 12885	PageRank: 7.595086413523401e-05
Nodo: 7226	PageRank: 7.592721079853665e-05
Nodo: 15325	PageRank: 7.25211303141163e-05
Nodo: 864	PageRank: 7.230825028384004e-05
Nodo: 17110	PageRank: 7.226094361044532e-05
Nodo: 3335	PageRank: 7.209537025356376e-05
Nodo: 10277	PageRank: 7.204806358016904e-05
Nodo: 1447	PageRank: 7.13621168159455e-05
Nodo: 30094	PageRank: 7.043963668474832e-05
Nodo: 2545	PageRank: 7.043963668474832e-05
Nodo: 3345	PageRank: 6.956446322694588e-05
Nodo: 3297	PageRank: 6.864198309574871e-05
Nodo: 60436	PageRank: 6.816891636180144e-05
Nodo: 3452	PageRank: 6.783776964803834e-05
Nodo: 6325	PageRank: 6.753027627097262e-05
Nodo: 27137	PageRank: 6.715182288381481e-05
Nodo: 7006	PageRank: 6.693894285353855e-05
Nodo: 44	PageRank: 6.64422227828939e-05
Nodo: 35861	PageRank: 6.561435599848618e-05
Nodo: 35571	PageRank: 6.549608931499936e-05
Nodo: 7105	PageRank: 6.516494260123628e-05
Nodo: 2911	PageRank: 6.339094234893402e-05
Nodo: 1826	PageRank: 6.265768891131575e-05
Nodo: 9400	PageRank: 6.178251545351331e-05
Nodo: 2485	PageRank: 6.154598208653968e-05
Nodo: 9907	PageRank: 6.128579538286868e-05
Nodo: 30981	PageRank: 6.11438753626845e-05
Nodo: 24908	PageRank: 6.112022202598712e-05
Nodo: 1817	PageRank: 6.097830200580295e-05
Nodo: 2005	PageRank: 6.0812728648921405e-05
Nodo: 4167	PageRank: 6.06235019553425e-05
Nodo: 2976	PageRank: 5.9984861864513683e-05
Nodo: 3778	PageRank: 5.9630061814053235e-05
Nodo: 479	PageRank: 5.936987511038224e-05
Nodo: 20123	PageRank: 5.934622177368487e-05
Nodo: 17275	PageRank: 5.882584836634288e-05
Nodo: 7429	PageRank: 5.880219502964551e-05
Nodo: 6318	PageRank: 5.870758168285606e-05
Nodo: 3299	PageRank: 5.849470165257979e-05
Nodo: 8622	PageRank: 5.837643496909297e-05
Nodo: 5382	PageRank: 5.733568815440898e-05
Nodo: 1196	PageRank: 5.714646146083007e-05
Nodo: 3344	PageRank: 5.6602434716790713e-05
Nodo: 29087	PageRank: 5.612936798284345e-05
Nodo: 3281	PageRank: 5.5183234514948907e-05
Nodo: 1633	PageRank: 5.466286110760691e-05
Nodo: 9799	PageRank: 5.444998107733064e-05
Nodo: 5239	PageRank: 5.426075438375173e-05
Nodo: 8768	PageRank: 5.418979437365964e-05
Nodo: 4305	PageRank: 5.3976914343383375e-05
Nodo: 38169	PageRank: 5.390595433329128e-05
Nodo: 874	PageRank: 5.383499432319919e-05
Nodo: 16499	PageRank: 5.362211429292292e-05
Nodo: 23387	PageRank: 5.3432887599344006e-05
Nodo: 8944	PageRank: 5.3149047558975654e-05
Nodo: 979	PageRank: 5.295982086539674e-05
Nodo: 1641	PageRank: 5.281790084521256e-05
Nodo: 39789	PageRank: 5.260502081493629e-05
Nodo: 3293	PageRank: 5.220291409108112e-05
Nodo: 14943	PageRank: 5.2013687397502205e-05
Nodo: 8221	PageRank: 5.172984735713385e-05
Nodo: 13814	PageRank: 5.163523401034439e-05
Nodo: 28674	PageRank: 5.139870064337076e-05
Nodo: 3343	PageRank: 5.132774063327867e-05
Nodo: 5693	PageRank: 5.1067553929607665e-05
Nodo: 12204	PageRank: 5.0901980572726125e-05
Nodo: 24385	PageRank: 5.0689100542449856e-05
Nodo: 42283	PageRank: 5.049987384887095e-05
Nodo: 9737	PageRank: 5.021603380850258e-05
Nodo: 9386	PageRank: 5.0168727135107854e-05
Nodo: 14326	PageRank: 4.997950044152895e-05
Nodo: 11216	PageRank: 4.9932193768134224e-05
Nodo: 5908	PageRank: 4.9861233758042134e-05
Nodo: 22249	PageRank: 4.976662041125268e-05
Nodo: 165	PageRank: 4.9742967074555316e-05
Nodo: 5474	PageRank: 4.969566040116059e-05
Nodo: 6573	PageRank: 4.941182036079222e-05
Nodo: 8965	PageRank: 4.9364513687397507e-05
Nodo: 69302	PageRank: 4.915163365712123e-05
Nodo: 10173	PageRank: 4.908067364702914e-05
Nodo: 6327	PageRank: 4.8938753626844955e-05
Nodo: 1932	PageRank: 4.8915100290147594e-05
Nodo: 7437	PageRank: 4.8867793616752865e-05
Nodo: 905	PageRank: 4.8773180269963415e-05
Nodo: 1499	PageRank: 4.811088684243723e-05
Nodo: 8632	PageRank: 4.792166014885833e-05
Nodo: 5909	PageRank: 4.782704680206888e-05
Nodo: 1951	PageRank: 4.7756086791976785e-05
Nodo: 29778	PageRank: 4.7732433455279424e-05
Nodo: 1796	PageRank: 4.7543206761700516e-05
Nodo: 36252	PageRank: 4.744859341491106e-05
Nodo: 764	PageRank: 4.744859341491106e-05
Nodo: 26530	PageRank: 4.728302005802951e-05
Nodo: 15109	PageRank: 4.709379336445061e-05
Nodo: 2001	PageRank: 4.6857259997476973e-05
