Nodo: 47	PageRank: 0.005496991608656262
Nodo: 1581	PageRank: 0.0023604945383421277
Nodo: 698	PageRank: 0.002171099013167259
Nodo: 697	PageRank: 0.0017100858559555765
Nodo: 420	PageRank: 0.0016573364391296848
Nodo: 394	PageRank: 0.0015082984042882764
Nodo: 385	PageRank: 0.0013683868558500777
Nodo: 380	PageRank: 0.0013106974142738247
Nodo: 435	PageRank: 0.0012757823240890677
Nodo: 719	PageRank: 0.0012007609312700218
Nodo: 1289	PageRank: 0.001130679563201337
Nodo: 2026	PageRank: 0.000968914684935269
Nodo: 4033	PageRank: 0.0009460566043107157
Nodo: 1912	PageRank: 0.0008951492306120773
Nodo: 4130	PageRank: 0.0008454977954092936
Nodo: 1298	PageRank: 0.0008086569328642263
Nodo: 947	PageRank: 0.0008049728466097195
Nodo: 4122	PageRank: 0.0007811100151884829
Nodo: 730	PageRank: 0.0007774259289339762
Nodo: 3401	PageRank: 0.0007352263954732627
Nodo: 1076	PageRank: 0.0007209924258535776
Nodo: 125992	PageRank: 0.0007034092869116137
Nodo: 125990	PageRank: 0.0006782905169945224
Nodo: 39539	PageRank: 0.0006741040553416738
Nodo: 125991	PageRank: 0.0006665684243665464
Nodo: 782	PageRank: 0.0006346675865718405
Nodo: 2879	PageRank: 0.0006334953773090428
Nodo: 1972	PageRank: 0.0006298112910545361
Nodo: 691	PageRank: 0.0005840951298054299
Nodo: 1067	PageRank: 0.0005711170986815995
Nodo: 1226	PageRank: 0.0005671818247279218
Nodo: 767	PageRank: 0.0005642513015709278
Nodo: 6308	PageRank: 0.0005372904885265832
Nodo: 521	PageRank: 0.000534778611534874
Nodo: 2756	PageRank: 0.0005126740940078337
Nodo: 9519	PageRank: 0.0005035476076046239
Nodo: 31202	PageRank: 0.0004941699335022431
Nodo: 6371	PageRank: 0.00048328513320483683
Nodo: 2701	PageRank: 0.00048102444391229866
Nodo: 28902	PageRank: 0.00047759154535696285
Nodo: 1324	PageRank: 0.0004690511635851518
Nodo: 2849	PageRank: 0.0004629389295719929
Nodo: 705	PageRank: 0.0004579989048216316
Nodo: 3901	PageRank: 0.00044920733535064967
Nodo: 1913	PageRank: 0.00044887241841842177
Nodo: 1142	PageRank: 0.0004477002091556242
Nodo: 816	PageRank: 0.0004472815629903393
Nodo: 25929	PageRank: 0.00043932728584992705
Nodo: 8309	PageRank: 0.00042953096558226146
Nodo: 14203	PageRank: 0.00042048820841210854
Nodo: 1030	PageRank: 0.00041764141448817155
Nodo: 2939	PageRank: 0.0004173064975559437
Nodo: 745	PageRank: 0.0004056681341610247
Nodo: 3859	PageRank: 0.0004003931924784355
Nodo: 8460	PageRank: 0.0003996396293809228
Nodo: 716	PageRank: 0.00039469960463056153
Nodo: 8	PageRank: 0.00038749889058766195
Nodo: 2010	PageRank: 0.000387415161354605
Nodo: 3213	PageRank: 0.0003839822627992692
Nodo: 992	PageRank: 0.00038373107510009823
Nodo: 3628	PageRank: 0.00038289378276952854
Nodo: 1834	PageRank: 0.000381721573506731
Nodo: 1761	PageRank: 0.00037962834268030673
Nodo: 15026	PageRank: 0.0003712554193746096
Nodo: 2971	PageRank: 0.0003709205024423817
Nodo: 1737	PageRank: 0.0003677387915862168
Nodo: 11196	PageRank: 0.00036572928999284947
Nodo: 81	PageRank: 0.0003577750128524372
Nodo: 3994	PageRank: 0.0003545933019962724
Nodo: 612	PageRank: 0.0003545095727632154
Nodo: 2774	PageRank: 0.00035099294497482257
Nodo: 600	PageRank: 0.000349988194178139
Nodo: 1271	PageRank: 0.00034831360951699953
Nodo: 6606	PageRank: 0.00034521562789389156
Nodo: 1005	PageRank: 0.00034504816942777767
Nodo: 626	PageRank: 0.00034421087709720797
Nodo: 55803	PageRank: 0.0003426200216691255
Nodo: 1240	PageRank: 0.0003391871231137897
Nodo: 599	PageRank: 0.00033818237231710604
Nodo: 6104	PageRank: 0.00033600541225762475
Nodo: 1863	PageRank: 0.00033583795379151085
Nodo: 54	PageRank: 0.00033466574452871325
Nodo: 2003	PageRank: 0.0003336609937320296
Nodo: 425	PageRank: 0.0003279674058841556
Nodo: 1759	PageRank: 0.00032386467346436396
Nodo: 6587	PageRank: 0.0003225250057354524
Nodo: 3174	PageRank: 0.0003213527964726548
Nodo: 6589	PageRank: 0.0003191758364131736
Nodo: 753	PageRank: 0.000315073103993382
Nodo: 3861	PageRank: 0.0003139846239636414
Nodo: 1836	PageRank: 0.0003132310608661287
Nodo: 1056	PageRank: 0.00031004935000996373
Nodo: 2854	PageRank: 0.00030921205767939404
Nodo: 8210	PageRank: 0.00030837476534882434
Nodo: 601	PageRank: 0.0003080398484165965
Nodo: 3050	PageRank: 0.00030109032207286784
Nodo: 45881	PageRank: 0.0003000018420431272
Nodo: 7540	PageRank: 0.00029966692511089937
Nodo: 714	PageRank: 0.000297824881983646
Nodo: 19523	PageRank: 0.00028827974941515126
