Nodo: 47	PageRank: 0.005502015362639681
Nodo: 1581	PageRank: 0.0023717142555717617
Nodo: 698	PageRank: 0.002165321696086328
Nodo: 697	PageRank: 0.0017171609761488908
Nodo: 420	PageRank: 0.0016767616211989021
Nodo: 394	PageRank: 0.0014921805269248094
Nodo: 385	PageRank: 0.0013622746218369189
Nodo: 435	PageRank: 0.0013061760356887482
Nodo: 380	PageRank: 0.0013048363679598366
Nodo: 719	PageRank: 0.0011862757739511656
Nodo: 1289	PageRank: 0.0011310563447500933
Nodo: 2026	PageRank: 0.0009676168818228858
Nodo: 4033	PageRank: 0.0009560203830444955
Nodo: 1912	PageRank: 0.0008728772546189232
Nodo: 4130	PageRank: 0.0008406833645085178
Nodo: 1298	PageRank: 0.0008258632902574338
Nodo: 947	PageRank: 0.0008041355542791499
Nodo: 4122	PageRank: 0.0007957626309734527
Nodo: 730	PageRank: 0.0007695553810266208
Nodo: 3401	PageRank: 0.0007312492569030566
Nodo: 1076	PageRank: 0.0007103588132553423
Nodo: 125992	PageRank: 0.0006990553667926512
Nodo: 39539	PageRank: 0.000689719557306799
Nodo: 125990	PageRank: 0.0006782905169945224
Nodo: 125991	PageRank: 0.0006609167011352009
Nodo: 1972	PageRank: 0.0006478549407783134
Nodo: 2879	PageRank: 0.0006362584419999229
Nodo: 782	PageRank: 0.0006309416357008054
Nodo: 691	PageRank: 0.0005966963793805041
Nodo: 1067	PageRank: 0.0005664701262469376
Nodo: 1226	PageRank: 0.0005663445323973521
Nodo: 767	PageRank: 0.0005610277260982345
Nodo: 521	PageRank: 0.0005459564641479797
Nodo: 6308	PageRank: 0.0005447005256521251
Nodo: 2756	PageRank: 0.0005188700572540495
Nodo: 9519	PageRank: 0.0005157720756309417
Nodo: 31202	PageRank: 0.0005075666107913584
Nodo: 6371	PageRank: 0.00048315953935525137
Nodo: 2701	PageRank: 0.0004824059762577387
Nodo: 28902	PageRank: 0.00047608441916193736
Nodo: 705	PageRank: 0.000472777114456187
Nodo: 1324	PageRank: 0.00045950603101665706
Nodo: 2849	PageRank: 0.00045054700307956116
Nodo: 25929	PageRank: 0.0004499608984481624
Nodo: 3901	PageRank: 0.00044774207377215266
Nodo: 816	PageRank: 0.0004473234276068678
Nodo: 1913	PageRank: 0.0004464024060432411
Nodo: 1142	PageRank: 0.00043618743961029065
Nodo: 8309	PageRank: 0.00042576315009469775
Nodo: 14203	PageRank: 0.0004213673653592068
Nodo: 1030	PageRank: 0.0004200276976302953
Nodo: 2939	PageRank: 0.00041885548836749763
Nodo: 8460	PageRank: 0.0004060030510932526
Nodo: 3859	PageRank: 0.00039821623241895426
Nodo: 8	PageRank: 0.00039582994927683064
Nodo: 745	PageRank: 0.0003953694384950172
Nodo: 716	PageRank: 0.00038582430592652256
Nodo: 1834	PageRank: 0.0003836054812505129
Nodo: 2010	PageRank: 0.000383019376619114
Nodo: 992	PageRank: 0.00038163784427367397
Nodo: 3628	PageRank: 0.00038034004116129096
Nodo: 3213	PageRank: 0.00037460458869688844
Nodo: 1761	PageRank: 0.0003731811917349199
Nodo: 1737	PageRank: 0.00037255322248699266
Nodo: 81	PageRank: 0.00036681777002259015
Nodo: 612	PageRank: 0.00036007756676150393
Nodo: 1271	PageRank: 0.00035802620055160815
Nodo: 15026	PageRank: 0.00035568178202601296
Nodo: 2971	PageRank: 0.00035555618817642755
Nodo: 11196	PageRank: 0.0003535885511995887
Nodo: 55803	PageRank: 0.00035191396653844924
Nodo: 2774	PageRank: 0.0003505324341930093
Nodo: 600	PageRank: 0.00034697394178808804
Nodo: 599	PageRank: 0.000345424950976534
Nodo: 6606	PageRank: 0.0003448807109616638
Nodo: 3994	PageRank: 0.00034483884634513523
Nodo: 626	PageRank: 0.0003414059477897994
Nodo: 6104	PageRank: 0.0003408198431584006
Nodo: 1005	PageRank: 0.0003405686554592297
Nodo: 1863	PageRank: 0.00033964763389560305
Nodo: 425	PageRank: 0.0003391452584972612
Nodo: 54	PageRank: 0.0003362565999567957
Nodo: 1240	PageRank: 0.00033466574452871325
Nodo: 2003	PageRank: 0.0003309816582742065
Nodo: 6587	PageRank: 0.0003249950181106331
Nodo: 753	PageRank: 0.0003218551718709967
Nodo: 3174	PageRank: 0.0003213109318561264
Nodo: 6589	PageRank: 0.0003177524394512051
Nodo: 1759	PageRank: 0.000316705824037993
Nodo: 3861	PageRank: 0.000315073103993382
Nodo: 1836	PageRank: 0.00031482191629421115
Nodo: 601	PageRank: 0.00031385903011405593
Nodo: 45881	PageRank: 0.00030640712837198554
Nodo: 1056	PageRank: 0.00030594661759017223
Nodo: 8210	PageRank: 0.0003051093252596025
Nodo: 2854	PageRank: 0.00030452322062820365
Nodo: 714	PageRank: 0.0003007972697571685
Nodo: 3050	PageRank: 0.000297824881983646
Nodo: 7540	PageRank: 0.00029506181729276596
Nodo: 1611	PageRank: 0.00028815415556556585
