Nodo: 952	PageRank: 0.0003807527257415719
Nodo: 5033	PageRank: 0.00014065453633276893
Nodo: 6734	PageRank: 0.00013079975990181058
Nodo: 3858	PageRank: 0.00012206484442891571
Nodo: 4816	PageRank: 0.0001095224016986051
Nodo: 33624	PageRank: 9.518818143539298e-05
Nodo: 31336	PageRank: 9.47402370521676e-05
Nodo: 23206	PageRank: 9.003682102830112e-05
Nodo: 44499	PageRank: 9.003682102830112e-05
Nodo: 1791	PageRank: 8.60053215792727e-05
Nodo: 769	PageRank: 8.130190555540624e-05
Nodo: 748	PageRank: 8.040601678895548e-05
Nodo: 8832	PageRank: 7.81662948728286e-05
Nodo: 8544	PageRank: 7.81662948728286e-05
Nodo: 142	PageRank: 7.391082323218749e-05
Nodo: 1098	PageRank: 7.36868510405748e-05
Nodo: 1916	PageRank: 7.189507350767328e-05
Nodo: 39822	PageRank: 7.16711013160606e-05
Nodo: 5711	PageRank: 7.055124035799715e-05
Nodo: 12952	PageRank: 6.920740720832102e-05
Nodo: 22820	PageRank: 6.674371310058143e-05
Nodo: 3173	PageRank: 6.607179652574336e-05
Nodo: 5311	PageRank: 6.51759077592926e-05
Nodo: 3612	PageRank: 6.405604680122916e-05
Nodo: 23219	PageRank: 6.226426926832763e-05
Nodo: 15827	PageRank: 6.159235269348958e-05
Nodo: 9937	PageRank: 6.114440831026419e-05
Nodo: 5312	PageRank: 6.092043611865151e-05
Nodo: 14201	PageRank: 5.980057516058806e-05
Nodo: 19524	PageRank: 5.9128658585749995e-05
Nodo: 15078	PageRank: 5.756085324446116e-05
Nodo: 29301	PageRank: 5.6888936669623105e-05
Nodo: 6343	PageRank: 5.6888936669623105e-05
Nodo: 1793	PageRank: 5.6888936669623105e-05
Nodo: 14165	PageRank: 5.6888936669623105e-05
Nodo: 19377	PageRank: 5.6888936669623105e-05
Nodo: 8543	PageRank: 5.644099228639772e-05
Nodo: 3542	PageRank: 5.5769075711559656e-05
Nodo: 12366	PageRank: 5.532113132833427e-05
Nodo: 4433	PageRank: 5.48731869451089e-05
Nodo: 8249	PageRank: 5.464921475349621e-05
Nodo: 6732	PageRank: 5.442524256188351e-05
Nodo: 3477	PageRank: 5.442524256188351e-05
Nodo: 34976	PageRank: 5.442524256188351e-05
Nodo: 491	PageRank: 5.420127037027082e-05
Nodo: 2382	PageRank: 5.420127037027082e-05
Nodo: 2391	PageRank: 5.420127037027082e-05
Nodo: 3151	PageRank: 5.375332598704545e-05
Nodo: 47368	PageRank: 5.352935379543276e-05
Nodo: 7836	PageRank: 5.330538160382006e-05
Nodo: 12372	PageRank: 5.308140941220738e-05
Nodo: 31050	PageRank: 5.285743722059469e-05
Nodo: 37706	PageRank: 5.2633465028982e-05
Nodo: 36576	PageRank: 5.2409492837369316e-05
Nodo: 33474	PageRank: 5.218552064575662e-05
Nodo: 27845	PageRank: 5.151360407091856e-05
Nodo: 11378	PageRank: 5.106565968769317e-05
Nodo: 7343	PageRank: 5.106565968769317e-05
Nodo: 32283	PageRank: 5.016977092124242e-05
Nodo: 11664	PageRank: 4.994579872962972e-05
Nodo: 17772	PageRank: 4.972182653801703e-05
Nodo: 7986	PageRank: 4.972182653801703e-05
Nodo: 12961	PageRank: 4.927388215479166e-05
Nodo: 20184	PageRank: 4.9049909963178976e-05
Nodo: 86975	PageRank: 4.882593777156627e-05
Nodo: 38526	PageRank: 4.882593777156627e-05
Nodo: 5660	PageRank: 4.882593777156627e-05
Nodo: 7943	PageRank: 4.860196557995359e-05
Nodo: 10136	PageRank: 4.83779933883409e-05
Nodo: 10575	PageRank: 4.815402119672822e-05
Nodo: 52	PageRank: 4.815402119672822e-05
Nodo: 1107	PageRank: 4.793004900511553e-05
Nodo: 15967	PageRank: 4.793004900511553e-05
Nodo: 2643	PageRank: 4.770607681350283e-05
Nodo: 26146	PageRank: 4.725813243027745e-05
Nodo: 10138	PageRank: 4.681018804705207e-05
Nodo: 1755	PageRank: 4.658621585543939e-05
Nodo: 140	PageRank: 4.658621585543939e-05
Nodo: 441	PageRank: 4.613827147221401e-05
Nodo: 1794	PageRank: 4.613827147221401e-05
Nodo: 8244	PageRank: 4.569032708898863e-05
Nodo: 833	PageRank: 4.569032708898863e-05
Nodo: 12073	PageRank: 4.546635489737594e-05
Nodo: 12946	PageRank: 4.524238270576325e-05
Nodo: 11071	PageRank: 4.501841051415056e-05
Nodo: 14603	PageRank: 4.501841051415056e-05
Nodo: 12138	PageRank: 4.479443832253787e-05
Nodo: 3611	PageRank: 4.479443832253787e-05
Nodo: 24060	PageRank: 4.457046613092518e-05
Nodo: 421	PageRank: 4.457046613092518e-05
Nodo: 26223	PageRank: 4.434649393931249e-05
Nodo: 14977	PageRank: 4.367457736447443e-05
Nodo: 38624	PageRank: 4.367457736447443e-05
Nodo: 16605	PageRank: 4.345060517286173e-05
Nodo: 514	PageRank: 4.345060517286173e-05
Nodo: 15921	PageRank: 4.322663298124905e-05
Nodo: 4879	PageRank: 4.322663298124905e-05
Nodo: 3997	PageRank: 4.255471640641098e-05
Nodo: 27305	PageRank: 4.21067720231856e-05
Nodo: 71577	PageRank: 4.188279983157291e-05
