Nodo: 952	PageRank: 0.00038523216957382574
Nodo: 5033	PageRank: 0.0001469257576979242
Nodo: 6734	PageRank: 0.00013124770428503597
Nodo: 4816	PageRank: 0.00012184087223730301
Nodo: 3858	PageRank: 0.00010616281882441476
Nodo: 33624	PageRank: 0.00010078748622571022
Nodo: 44499	PageRank: 9.944365307603406e-05
Nodo: 31336	PageRank: 9.586009801023106e-05
Nodo: 1791	PageRank: 9.362037609410414e-05
Nodo: 8832	PageRank: 9.138065417797726e-05
Nodo: 23206	PageRank: 8.82450434953996e-05
Nodo: 769	PageRank: 8.555737719604734e-05
Nodo: 8544	PageRank: 8.331765527992044e-05
Nodo: 748	PageRank: 8.331765527992044e-05
Nodo: 19524	PageRank: 7.839026706444128e-05
Nodo: 1098	PageRank: 7.704643391476514e-05
Nodo: 39822	PageRank: 7.5702600765089e-05
Nodo: 31050	PageRank: 7.256699008251136e-05
Nodo: 8543	PageRank: 7.256699008251136e-05
Nodo: 1916	PageRank: 7.211904569928597e-05
Nodo: 142	PageRank: 6.94313793999337e-05
Nodo: 22820	PageRank: 6.853549063348295e-05
Nodo: 3173	PageRank: 6.629576871735605e-05
Nodo: 5711	PageRank: 6.629576871735605e-05
Nodo: 833	PageRank: 6.450399118445453e-05
Nodo: 3612	PageRank: 6.450399118445453e-05
Nodo: 2391	PageRank: 6.31601580347784e-05
Nodo: 12952	PageRank: 6.271221365155302e-05
Nodo: 14201	PageRank: 6.271221365155302e-05
Nodo: 3477	PageRank: 6.181632488510227e-05
Nodo: 15827	PageRank: 6.136838050187689e-05
Nodo: 5312	PageRank: 6.047249173542613e-05
Nodo: 14979	PageRank: 5.957660296897537e-05
Nodo: 7343	PageRank: 5.957660296897537e-05
Nodo: 1793	PageRank: 5.957660296897537e-05
Nodo: 19377	PageRank: 5.957660296897537e-05
Nodo: 514	PageRank: 5.868071420252461e-05
Nodo: 8244	PageRank: 5.8232769819299236e-05
Nodo: 23219	PageRank: 5.8232769819299236e-05
Nodo: 6343	PageRank: 5.778482543607385e-05
Nodo: 5660	PageRank: 5.733688105284848e-05
Nodo: 34976	PageRank: 5.733688105284848e-05
Nodo: 14165	PageRank: 5.5993047903172346e-05
Nodo: 11378	PageRank: 5.420127037027082e-05
Nodo: 9937	PageRank: 5.375332598704545e-05
Nodo: 5311	PageRank: 5.330538160382006e-05
Nodo: 26146	PageRank: 5.285743722059469e-05
Nodo: 10136	PageRank: 5.285743722059469e-05
Nodo: 27845	PageRank: 5.285743722059469e-05
Nodo: 7943	PageRank: 5.2409492837369316e-05
Nodo: 16365	PageRank: 5.196154845414393e-05
Nodo: 4433	PageRank: 5.196154845414393e-05
Nodo: 7986	PageRank: 5.151360407091856e-05
Nodo: 12366	PageRank: 5.151360407091856e-05
Nodo: 10138	PageRank: 5.151360407091856e-05
Nodo: 36576	PageRank: 5.151360407091856e-05
Nodo: 20184	PageRank: 5.106565968769317e-05
Nodo: 2971	PageRank: 4.927388215479166e-05
Nodo: 4943	PageRank: 4.927388215479166e-05
Nodo: 3542	PageRank: 4.927388215479166e-05
Nodo: 15967	PageRank: 4.83779933883409e-05
Nodo: 17772	PageRank: 4.793004900511553e-05
Nodo: 47368	PageRank: 4.793004900511553e-05
Nodo: 491	PageRank: 4.748210462189014e-05
Nodo: 11304	PageRank: 4.703416023866477e-05
Nodo: 33474	PageRank: 4.703416023866477e-05
Nodo: 15078	PageRank: 4.703416023866477e-05
Nodo: 12138	PageRank: 4.658621585543939e-05
Nodo: 2382	PageRank: 4.658621585543939e-05
Nodo: 8249	PageRank: 4.658621585543939e-05
Nodo: 38624	PageRank: 4.613827147221401e-05
Nodo: 16605	PageRank: 4.613827147221401e-05
Nodo: 32283	PageRank: 4.613827147221401e-05
Nodo: 10828	PageRank: 4.569032708898863e-05
Nodo: 7836	PageRank: 4.569032708898863e-05
Nodo: 37706	PageRank: 4.569032708898863e-05
Nodo: 140	PageRank: 4.524238270576325e-05
Nodo: 6732	PageRank: 4.524238270576325e-05
Nodo: 2643	PageRank: 4.524238270576325e-05
Nodo: 12961	PageRank: 4.479443832253787e-05
Nodo: 11239	PageRank: 4.434649393931249e-05
Nodo: 4879	PageRank: 4.434649393931249e-05
Nodo: 21815	PageRank: 4.389854955608711e-05
Nodo: 12372	PageRank: 4.389854955608711e-05
Nodo: 2067	PageRank: 4.345060517286173e-05
Nodo: 3439	PageRank: 4.255471640641098e-05
Nodo: 29301	PageRank: 4.255471640641098e-05
Nodo: 24060	PageRank: 4.21067720231856e-05
Nodo: 20899	PageRank: 4.21067720231856e-05
Nodo: 7556	PageRank: 4.21067720231856e-05
Nodo: 61420	PageRank: 4.165882763996022e-05
Nodo: 3151	PageRank: 4.165882763996022e-05
Nodo: 421	PageRank: 4.165882763996022e-05
Nodo: 15923	PageRank: 4.121088325673484e-05
Nodo: 20480	PageRank: 4.121088325673484e-05
Nodo: 14977	PageRank: 4.121088325673484e-05
Nodo: 86975	PageRank: 4.121088325673484e-05
Nodo: 63617	PageRank: 4.121088325673484e-05
Nodo: 1794	PageRank: 4.121088325673484e-05
Nodo: 1107	PageRank: 4.121088325673484e-05
