Nodo: 952	PageRank: 0.0003698676772291952
Nodo: 5033	PageRank: 0.00015057650442121105
Nodo: 6734	PageRank: 0.00013449530106341995
Nodo: 3858	PageRank: 0.00011328513451769827
Nodo: 4816	PageRank: 0.00010970157945189524
Nodo: 31336	PageRank: 9.355318443662034e-05
Nodo: 44499	PageRank: 9.312763727255622e-05
Nodo: 33624	PageRank: 8.884976841275387e-05
Nodo: 1791	PageRank: 8.799867408462566e-05
Nodo: 23206	PageRank: 8.775230467385168e-05
Nodo: 748	PageRank: 8.430313292301629e-05
Nodo: 769	PageRank: 8.224258876017953e-05
Nodo: 8544	PageRank: 8.101074170630973e-05
Nodo: 8832	PageRank: 7.655369509321722e-05
Nodo: 39822	PageRank: 7.464993146450936e-05
Nodo: 142	PageRank: 7.10887736178676e-05
Nodo: 1916	PageRank: 7.088719864541618e-05
Nodo: 5711	PageRank: 7.061843201548096e-05
Nodo: 3173	PageRank: 6.90730238933534e-05
Nodo: 1098	PageRank: 6.793076571612868e-05
Nodo: 22820	PageRank: 6.41680328970355e-05
Nodo: 15827	PageRank: 6.398885514374535e-05
Nodo: 5312	PageRank: 6.336173300722982e-05
Nodo: 3612	PageRank: 6.307056915813332e-05
Nodo: 14201	PageRank: 6.228666648748892e-05
Nodo: 19524	PageRank: 6.199550263839242e-05
Nodo: 2391	PageRank: 6.141317494019943e-05
Nodo: 19377	PageRank: 5.872550864084715e-05
Nodo: 8543	PageRank: 5.870311142168588e-05
Nodo: 23219	PageRank: 5.7896811531880205e-05
Nodo: 5311	PageRank: 5.7180100518719594e-05
Nodo: 12952	PageRank: 5.668736169717168e-05
Nodo: 12372	PageRank: 5.666496447801041e-05
Nodo: 14165	PageRank: 5.6552978382204067e-05
Nodo: 9937	PageRank: 5.653058116304279e-05
Nodo: 31050	PageRank: 5.5881061807366e-05
Nodo: 34976	PageRank: 5.5858664588204726e-05
Nodo: 7556	PageRank: 5.5769075711559656e-05
Nodo: 2643	PageRank: 5.565708961575331e-05
Nodo: 1793	PageRank: 5.543311742414062e-05
Nodo: 3477	PageRank: 5.48731869451089e-05
Nodo: 8249	PageRank: 5.447003700020606e-05
Nodo: 4433	PageRank: 5.447003700020606e-05
Nodo: 7343	PageRank: 5.395490095949687e-05
Nodo: 36576	PageRank: 5.3708531548722906e-05
Nodo: 833	PageRank: 5.3372573261303875e-05
Nodo: 7943	PageRank: 5.321579272717499e-05
Nodo: 27845	PageRank: 5.303661497388484e-05
Nodo: 6343	PageRank: 5.274545112478835e-05
Nodo: 11378	PageRank: 5.261106780982073e-05
Nodo: 3542	PageRank: 5.249908171401438e-05
Nodo: 15078	PageRank: 5.243189005653058e-05
Nodo: 47368	PageRank: 5.231990396072423e-05
Nodo: 8244	PageRank: 5.218552064575662e-05
Nodo: 12366	PageRank: 5.137922075595094e-05
Nodo: 491	PageRank: 5.13344263176284e-05
Nodo: 10138	PageRank: 5.120004300266078e-05
Nodo: 15967	PageRank: 5.093127637272556e-05
Nodo: 2382	PageRank: 5.0572920866145256e-05
Nodo: 6732	PageRank: 5.052812642782272e-05
Nodo: 4879	PageRank: 4.983381263382339e-05
Nodo: 7986	PageRank: 4.972182653801704e-05
Nodo: 37706	PageRank: 4.954264878472689e-05
Nodo: 29301	PageRank: 4.9341073812275466e-05
Nodo: 514	PageRank: 4.8669157237437396e-05
Nodo: 7836	PageRank: 4.842278782666344e-05
Nodo: 32283	PageRank: 4.840039060750217e-05
Nodo: 5660	PageRank: 4.806443232008313e-05
Nodo: 14979	PageRank: 4.777326847098664e-05
Nodo: 38624	PageRank: 4.6653407512923195e-05
Nodo: 38526	PageRank: 4.663101029376193e-05
Nodo: 16605	PageRank: 4.611587425305274e-05
Nodo: 12961	PageRank: 4.5981490938085126e-05
Nodo: 1107	PageRank: 4.580231318479498e-05
Nodo: 33474	PageRank: 4.5399163239892134e-05
Nodo: 26223	PageRank: 4.528717714408579e-05
Nodo: 441	PageRank: 4.508560217163437e-05
Nodo: 20184	PageRank: 4.483923276086041e-05
Nodo: 11664	PageRank: 4.454806891176391e-05
Nodo: 140	PageRank: 4.454806891176391e-05
Nodo: 63617	PageRank: 4.4391288377635033e-05
Nodo: 52	PageRank: 4.432409672015122e-05
Nodo: 9204	PageRank: 4.412252174769981e-05
Nodo: 2971	PageRank: 4.4077727309377266e-05
Nodo: 10136	PageRank: 4.4032932871054724e-05
Nodo: 20899	PageRank: 4.385375511776458e-05
Nodo: 4943	PageRank: 4.3741769021958235e-05
Nodo: 1794	PageRank: 4.3741769021958235e-05
Nodo: 10575	PageRank: 4.369697458363569e-05
Nodo: 30063	PageRank: 4.365218014531315e-05
Nodo: 3997	PageRank: 4.3293824638732856e-05
Nodo: 74611	PageRank: 4.298026357047508e-05
Nodo: 17772	PageRank: 4.2801085817184934e-05
Nodo: 7892	PageRank: 4.2711496940539864e-05
Nodo: 16365	PageRank: 4.264430528305605e-05
Nodo: 12073	PageRank: 4.244273031060464e-05
Nodo: 11304	PageRank: 4.2353141433959555e-05
Nodo: 12946	PageRank: 4.219636089983067e-05
Nodo: 15921	PageRank: 4.21067720231856e-05
Nodo: 421	PageRank: 4.197238870821798e-05
