Nodo: 952	PageRank: 0.0003691061717777121
Nodo: 5033	PageRank: 0.00014898630186076096
Nodo: 6734	PageRank: 0.000135995914747225
Nodo: 3858	PageRank: 0.00011198609580634469
Nodo: 4816	PageRank: 0.00010517734118131893
Nodo: 31336	PageRank: 9.245572069771816e-05
Nodo: 44499	PageRank: 9.227654294442802e-05
Nodo: 23206	PageRank: 8.690121034572348e-05
Nodo: 1791	PageRank: 8.618449933256286e-05
Nodo: 33624	PageRank: 8.546778831940226e-05
Nodo: 748	PageRank: 8.260094426675982e-05
Nodo: 769	PageRank: 8.05404001039231e-05
Nodo: 8544	PageRank: 7.856944481773142e-05
Nodo: 8832	PageRank: 7.776314492792575e-05
Nodo: 39822	PageRank: 7.597136739502423e-05
Nodo: 1098	PageRank: 7.113356805619014e-05
Nodo: 5711	PageRank: 6.952096827657877e-05
Nodo: 3173	PageRank: 6.916261276999848e-05
Nodo: 1916	PageRank: 6.79979573736125e-05
Nodo: 142	PageRank: 6.692289085387158e-05
Nodo: 3612	PageRank: 6.593741321077574e-05
Nodo: 15827	PageRank: 6.432481343116439e-05
Nodo: 14201	PageRank: 6.31601580347784e-05
Nodo: 2391	PageRank: 6.235385814497272e-05
Nodo: 22820	PageRank: 6.226426926832765e-05
Nodo: 19524	PageRank: 6.181632488510227e-05
Nodo: 8543	PageRank: 6.065166948871628e-05
Nodo: 19377	PageRank: 6.029331398213598e-05
Nodo: 23219	PageRank: 6.02037251054909e-05
Nodo: 5312	PageRank: 5.975578072226552e-05
Nodo: 12372	PageRank: 5.850153644923447e-05
Nodo: 34976	PageRank: 5.8411947572589384e-05
Nodo: 12952	PageRank: 5.8411947572589384e-05
Nodo: 5311	PageRank: 5.8232769819299236e-05
Nodo: 4433	PageRank: 5.644099228639772e-05
Nodo: 9937	PageRank: 5.635140340975264e-05
Nodo: 31050	PageRank: 5.626181453310757e-05
Nodo: 7556	PageRank: 5.617222565646249e-05
Nodo: 7343	PageRank: 5.6082636779817416e-05
Nodo: 7943	PageRank: 5.4828392506786355e-05
Nodo: 36576	PageRank: 5.4828392506786355e-05
Nodo: 4879	PageRank: 5.464921475349621e-05
Nodo: 14165	PageRank: 5.464921475349621e-05
Nodo: 15078	PageRank: 5.35741482337553e-05
Nodo: 10138	PageRank: 5.312620385052992e-05
Nodo: 1793	PageRank: 5.267825946730454e-05
Nodo: 8249	PageRank: 5.187195957749885e-05
Nodo: 1107	PageRank: 5.160319294756363e-05
Nodo: 491	PageRank: 5.160319294756363e-05
Nodo: 27845	PageRank: 5.115524856433825e-05
Nodo: 12366	PageRank: 5.106565968769318e-05
Nodo: 3542	PageRank: 5.0976070811048093e-05
Nodo: 8244	PageRank: 5.088648193440302e-05
Nodo: 38526	PageRank: 5.0796893057757946e-05
Nodo: 6732	PageRank: 5.0796893057757946e-05
Nodo: 15967	PageRank: 5.0796893057757946e-05
Nodo: 6343	PageRank: 5.0796893057757946e-05
Nodo: 14979	PageRank: 5.008018204459734e-05
Nodo: 7986	PageRank: 4.990100429130719e-05
Nodo: 11378	PageRank: 4.981141541466211e-05
Nodo: 5660	PageRank: 4.972182653801704e-05
Nodo: 29301	PageRank: 4.972182653801704e-05
Nodo: 514	PageRank: 4.954264878472689e-05
Nodo: 37706	PageRank: 4.909470440150151e-05
Nodo: 2643	PageRank: 4.9005115524856434e-05
Nodo: 52	PageRank: 4.87363488949212e-05
Nodo: 7836	PageRank: 4.846758226498597e-05
Nodo: 2382	PageRank: 4.83779933883409e-05
Nodo: 833	PageRank: 4.828840451169582e-05
Nodo: 20899	PageRank: 4.80196378817606e-05
Nodo: 38624	PageRank: 4.793004900511553e-05
Nodo: 3477	PageRank: 4.793004900511553e-05
Nodo: 10136	PageRank: 4.757169349853522e-05
Nodo: 12961	PageRank: 4.667580473208446e-05
Nodo: 47368	PageRank: 4.649662697879431e-05
Nodo: 140	PageRank: 4.586950484227878e-05
Nodo: 11664	PageRank: 4.57799159656337e-05
Nodo: 27305	PageRank: 4.560073821234355e-05
Nodo: 20184	PageRank: 4.551114933569848e-05
Nodo: 16605	PageRank: 4.515279382911817e-05
Nodo: 441	PageRank: 4.488402719918294e-05
Nodo: 33474	PageRank: 4.479443832253787e-05
Nodo: 1755	PageRank: 4.4704849445892794e-05
Nodo: 11304	PageRank: 4.461526056924772e-05
Nodo: 15921	PageRank: 4.4077727309377266e-05
Nodo: 12138	PageRank: 4.389854955608712e-05
Nodo: 29835	PageRank: 4.345060517286174e-05
Nodo: 33983	PageRank: 4.345060517286174e-05
Nodo: 26223	PageRank: 4.3361016296216655e-05
Nodo: 12073	PageRank: 4.3271427419571585e-05
Nodo: 7892	PageRank: 4.309224966628143e-05
Nodo: 32283	PageRank: 4.300266078963636e-05
Nodo: 4943	PageRank: 4.291307191299128e-05
Nodo: 11071	PageRank: 4.273389415970113e-05
Nodo: 2971	PageRank: 4.273389415970113e-05
Nodo: 7772	PageRank: 4.255471640641098e-05
Nodo: 30063	PageRank: 4.255471640641098e-05
Nodo: 14603	PageRank: 4.255471640641098e-05
Nodo: 22007	PageRank: 4.24651275297659e-05
Nodo: 3997	PageRank: 4.228594977647575e-05
